project_id,name_of_project,location,contractor,office_name,funds_source,project_cost,date_started,completion_orig,completion_actual,status_percent
NC0314S00008,Local Infrastructure Program - Rehabilitation of Academic Bldg. @ Culiat E/S  Brgy. Culiat CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",ANJUSH BUILDERS,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,890",8/22/2014,12/29/2014,12/29/2014,100
NC0314S00014,Local Infrastructure Program - Rehabilitation 3-storey Bldg. @ Pugad lawin H/S  Brgy. Bahay Toro  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",ANJUSH BUILDERS,"Quezon City 1st District Engineering Office,NCR",RLIP,"2,821",8/22/2014,12/29/2014,12/29/2014,100
NC0214F00119,Improvement/Upgrading of Drainage Line along Jasmin St.  from C-5 going to Makati-Pateros River  District II  Makati City  M.M. REHABILITATION,"Makati City II,Metro Manila 2nd District Engineering Office,NCR",MPJR BUILDERS COMPANY,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"2,761",8/22/2014,12/18/2014,1/6/2015,100
NC0314S00003,Local Infrastructure Program - Repair/Rehabilitation of 3-storey DepEd Building - Ismael Mathay Sr. High School Extension  Brgy. Sangandaan  Project 8  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.","Quezon City 1st District Engineering Office,NCR",RLIP,"2,821",8/22/2014,12/29/2014,12/29/2014,100
NC0314S00006,Local Infrastructure Program - Repair/Rehabilitation of 3-storey Liban Building - Rosa Susano Elementary School  Quirino Highway  Brgy. San Bartolome  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.","Quezon City 1st District Engineering Office,NCR",RLIP,"3,741",8/22/2014,12/29/2014,12/29/2014,100
NC0314S00007,Local Infrastructure Program - Repair/Rehabilitation of 3-storey DepEd Building - San Bartolome Elementary School  Quirino Highway   Brgy. San Bartolome  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.","Quezon City 1st District Engineering Office,NCR",RLIP,"2,820",8/22/2014,12/29/2014,12/29/2014,100
NC0314H00071,Construction/rehabilitation of E. Rodriguez Jr. Avenue/C5  QC Northbound (Ortigas Ave. - B. Serrano) PAVED (CONCRETE) TO PAVED (CONCRETE),"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Quezon City 2nd District Engineering Office,NCR",VILP,"20,000",8/15/2014,1/30/2015,4/30/2015,100
NC0214T00091,Local Infrastructure Program - Construction of Multi-Purpose Building - Brgy. Nangka  Marikina City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FUENTABUILT CONSTRUCTION CORP.,"Metro Manila 1st District Engineering Office,NCR",RLIP,"6,146",8/14/2014,1/10/2015,1/9/2015,100
NC0214S00009,Const/Repair/Rehab/Impvt of VILPs - Construction of four (4) storey  sixteen (16) classroom School Building at City of Mandaluyong Science High School  Brgy. Hulo CONSTRUCTION,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",VILP,"25,702",8/13/2014,3/8/2015,3/6/2015,100
NC0114F00022,Flood Control in Manila City 2nd LD - J.A Santos Avenue - C 2119.80 to 2924.0  C012.70 - 396.70  C396.70 to C897.80 REHABILITATION,"Manila District 2,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"30,000",8/11/2014,3/31/2015,3/29/2015,100
NC0114F00038,Flood Control in Manila City 2nd LD - J.A Santos Avenue - C 584.60 to 995.50  C1026.60 to C1173.10 REHABILITATION,"Manila District 2,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"10,003",8/11/2014,3/31/2015,3/29/2015,100
NC0214S00002,Const/Repair/Rehab/Impvt of VILPs - Construction/Completion of Teacher Education and Law Center Building  including facilities Rizal Technological University  Brgy. Malamig  Mandaluyong City COMPLETION,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR",METROPOLIS CONSTRUCTION INC.,"Metro Manila 1st District Engineering Office,NCR",VILP,"100,388",8/6/2014,4/2/2015,4/2/2015,100
NC0314F00050,Rehabilitation/drainage improvement and concrete reblocking along Mo. Ignacia Street  Quezon City CONSTRUCTION,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",Joint Venture - LMG CONSTRUCTION et. al.,"Quezon City 2nd District Engineering Office,NCR",VILP,"20,000",8/5/2014,3/19/2015,3/19/2015,100
NC0314H00079,Construction/rehabilitation of Scout Lozano St. (Tomas Morato Avenue - Scout Tobias Street)  Quezon City PAVED (CONCRETE) TO PAVED (CONCRETE),"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",FRAMECON BUILDERS,"Quezon City 2nd District Engineering Office,NCR",VILP,"12,000",8/5/2014,2/28/2015,2/28/2015,100
NC0114F00004,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Road Projects in Pasay City Lone District - Drainage Improvement and Concreting at 4th St.  3rd St.  Road 5 and Road 2  Brgy. 193  Pasay City OTHERS,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",VILP,"4,883",8/1/2014,1/21/2015,1/21/2015,100
NC0114H00117,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Various Projects in Pasay City Lone District - Rehabilitation of Road and Drainage System along Galvez St. OTHER IMPVT WORKS(SLOPE PROTECTION  DRAINAGE  SIDEWALKS),"Pasay City,South Manila District Engineering Office,NCR",D.G. CHICO TRADING & CONSTRUCTION CORP.,"South Manila District Engineering Office,NCR",VILP,"17,421",8/1/2014,2/12/2015,1/31/2015,100
NC0214F00127,Improvement of riverwall along Tullahan River  Libis  Baesa  Caloocan City REHABILITATION,"Caloocan City I,Metro Manila 3rd District Engineering Office,NCR","NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J","Metro Manila 3rd District Engineering Office,NCR",FMSD,"35,000",7/31/2014,2/25/2015,2/25/2015,100
NC0214F00125,Improvement of riverwall along Tullahan River  Brgy. 164 (GSIS Village and Talipapa Area)  Caloocan City REHABILITATION,"Caloocan City I,Metro Manila 3rd District Engineering Office,NCR","NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J","Metro Manila 3rd District Engineering Office,NCR",FMSD,"30,000",7/31/2014,1/26/2015,1/25/2015,100
NC0214F00124,Construction of riverwall along Tullahan River  Phase VIII  Valenzuela City REHABILITATION,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"30,000",7/31/2014,1/26/2015,1/26/2015,100
NC0214F00123,Construction of riverwall along Tullahan River  Phase IX  Valenzuela City REHABILITATION,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",M.G. SALAZAR CONSTRUCTION CORP. (FOR. M.G. SALAZAR,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"45,000",7/29/2014,2/23/2015,2/10/2015,100
NC0214F00126,Improvement of riverwall along Tullahan River  Brgy. 163 (Sta. Quiteria)  Caloocan City REHABILITATION,"Caloocan City I,Metro Manila 3rd District Engineering Office,NCR",M.G. SALAZAR CONSTRUCTION CORP. (FOR. M.G. SALAZAR,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"35,000",7/28/2014,1/24/2015,1/23/2015,100
NC0214S00010,Const/Repair/Rehab/Impvt of VILPs - Construction of four (4) storey  forty (40) classroom School Building at Addition Hills Integrated School  Brgy. Addition Hills CONSTRUCTION,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",VILP,"62,889",7/23/2014,4/18/2015,4/16/2015,100
NC0214S00011,Local Infrastructure Program - Construction/Completion of 3-storey  9 Classrooms - Bayanan Elementary School Main  Bgy. Bayanan  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",GREENWALL CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"10,839",7/18/2014,2/1/2015,2/1/2015,100
NC0214F00105,Construction of Drainage System at J.P. Rizal Avenue  District I  Makati City CONSTRUCTION,"Makati City I,Metro Manila 2nd District Engineering Office,NCR",FRAMECON BUILDERS,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"15,621",7/18/2014,1/13/2015,1/13/2015,100
NC0214F00106,Slope Protection of Estero Tripa De Galina  Barangay Bangkal  District I  Makati City CONSTRUCTION,"Makati City I,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"17,321",7/17/2014,3/19/2015,3/19/2015,100
NC0114F00049,Contruction/Rehabilitation of Drainage System with concreting along BASECO Alley I  Port Area Manila CONSTRUCTION,"Manila District 5,South Manila District Engineering Office,NCR","TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)","South Manila District Engineering Office,NCR",FMSD,"11,390",7/11/2014,1/6/2015,1/6/2015,100
NC0114F00048,Contruction/Rehabilitation of Drainage System with concreting along BASECO Alley II  Port Area  Manila CONSTRUCTION,"Manila District 5,South Manila District Engineering Office,NCR","TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)","South Manila District Engineering Office,NCR",FMSD,"11,390",7/4/2014,1/6/2015,1/6/2015,100
NC0314F00013,Construction/Rehabilitation of Flood Control in Quezon City 1st LD - MIndanao Avenue  Quezon City   K0014+(-689) - K0014+892  with exceptions CONSTRUCTION,"Quezon City 1st District,Quezon City 1st District Engineering Office,NCR",D.R. ROBLES CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"13,896",7/3/2014,12/8/2014,1/14/2015,100
NC0214F00084,Flood Control Projects based on Flood Master Plan for Metro Manila and Surrounding Areas - Improvement/Desilting of Dungalo River  Parañaque City CONSTRUCTION,"Parañaque City I,Metro Manila 2nd District Engineering Office,NCR",J.D. LEGASPI CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"26,013",6/30/2014,4/14/2015,10/15/2015,100
NC0314H00063,Congressional Ave - K0011 + (-205) - K0013 + (-065) ASPHALT OVERLAY (80 MM THICK),"Quezon City 1st District,Quezon City 1st District Engineering Office,NCR",E.L. ANOLIN CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",APSR,"7,569",6/27/2014,4/20/2015,3/15/2015,100
NC0314H00053,Aurora Blvd - K0006 + 400 - K0007 + 051  K0007 + 051 - K0007 + 753  K0007 + 853 - K0009 + 377  K0009 + 377 - K0009 + 650  K0008 + (-162) - K0008 + (-982)  K0008 + (-982) - K0007 + (-596)  K0010 + (-215) - K0010 + (-395) ASPHALT OVERLAY (80 MM THICK),"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Regional Office,NCR",APSR,"52,315",6/27/2014,2/14/2015,2/14/2015,100
NC0114F00031,Flood Control in Manila City 6th LD - Rehabilitation of Road / Drainage System along Anonas Street Extension REHABILITATION,"Manila District 6,South Manila District Engineering Office,NCR",M.V. CALDO ENGINEERING CONSTRUCTION AND SUPPLIES,"North Manila District Engineering Office,NCR",FMSD,"13,304",6/23/2014,1/12/2015,1/12/2015,100
NC0314F00009,Construction/Rehabilitation of Flood Control in Quezon City 5th LD - Regalado North Avenue  K0022+855 - K0025+613  with exception CONSTRUCTION,"Quezon City 5th Legislative District,Quezon City 1st District Engineering Office,NCR",LMG CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"11,322",6/19/2014,2/8/2015,1/12/2015,100
NC0214F00098,Flood Control Projects based on Master Plan for Metro Manila and Sorrounding Areas - Manila Core Drainage Areas : Cleaning/Desilting of Seaside Channel  Sta. 7+140B to Sta. 8+580B  Parañaque City DREDGING/DESILTING,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",E.R. RODRIGUEZ CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",DDCD,"44,100",6/11/2014,1/5/2015,1/5/2015,100
NC0314F00014,Construction/Rehabilitation of Flood Control in Quezon City 4th LD - Rehabilitation/Drainage Improvement along Timog Avenue (EDSA to Quezon Avenue) REHABILITATION,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 2nd District Engineering Office,NCR",FMSD,"30,000",6/11/2014,5/13/2015,7/18/2015,100
NC0214F00032,Const/Repair/Rehab/Impvt of Various Infrastructure including Local Projects - Construction/Rehabilitation of Various Projects in Mandaluyong City - Construction of Single-Barrel Box Culvert along Cecilia Street  San Rafael  Sta. Ana and Sto. Niño Street C,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR","L.R. TIQUI BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",VILP,"15,222",6/11/2014,1/5/2015,1/5/2015,100
NC0314H00070,Construction/rehabilitation of E. Rodriguez Jr. Avenue/C5  QC Southbound (B. Serrano - Ortigas Ave.) PAVED (CONCRETE) TO PAVED (CONCRETE),"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 2nd District Engineering Office,NCR",VILP,"20,000",6/9/2014,6/29/2015,6/22/2015,100
NC0314F00053,Payatas Road  K0022+(-721) - K0022+(-121)  K0027+066-K0027+556 CONSTRUCTION,"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",NORTHERN BUILDERS,"Regional Office,NCR",APSR,"33,661",6/4/2014,5/11/2015,4/1/2015,100
NC0114H00086,Lubiran St.  -  Chainage 0000  -  Chainage 0857 RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 6,South Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",UPSR,"22,668",6/2/2014,2/11/2015,2/11/2015,100
NC0114H00032,V Mapa St - Chainage 0000 - Chainage 0675 PAVED (CONCRETE) TO PAVED (CONCRETE),"Manila District 6,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"North Manila District Engineering Office,NCR",APSR,"22,599",5/28/2014,2/1/2015,1/10/2015,100
NC0314F00016,Construction/Rehabilitation of Flood Control in Quezon City 5th LD - Fairview Avenue  Quezon City  K0021+305 - K0023+104  with exception CONSTRUCTION,"Quezon City 5th Legislative District,Quezon City 1st District Engineering Office,NCR",Joint Venture - REND ENTERPRISES & GENERAL CONTRACTOR et. al.,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,273",5/13/2014,1/7/2015,1/14/2015,100
NC0314F00006,Construction/Rehabilitation of Flood Control in Quezon City 1st LD   Construction/rehabilitation of flood control drainge system  Del Monte Ave.  Quezon City  K0007+(-088)-K0010+603  with exceptions CONSTRUCTION,"Quezon City 1st District,Quezon City 1st District Engineering Office,NCR",Joint Venture - LMG CONSTRUCTION et. al.,"Quezon City 1st District Engineering Office,NCR",FMSD,"15,409",5/13/2014,1/7/2015,1/14/2015,100
NC0314F00012,Construction/Rehabilitation of Flood Control in Quezon City 1st LD - Sto. Domingo Street  Quezon City  K0007+(-115) - K0009+034  with exceptions CONSTRUCTION,"Quezon City 1st District,Quezon City 1st District Engineering Office,NCR",Joint Venture - AQUATERRA KONSTRUKT INC. et. al.,"Quezon City 1st District Engineering Office,NCR",FMSD,"13,895",5/12/2014,8/7/2015,9/7/2015,100
NC0314F00048,Construction/Rehabilitation of Flood Control in Quezon City 3th LD - Anonas Street (V. Luna Extension - Aurora Blvd.) CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 2nd District Engineering Office,NCR",FMSD,"18,919",5/9/2014,2/4/2015,2/4/2015,100
NC0314F00040,Construction/Rehabilitation of Flood Control in Quezon City 3th LD - 20th Avenue (P. Tuazon St. - Bonny Serrano Avenue) CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",TJT CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",FMSD,"3,150",5/9/2014,1/6/2015,1/6/2015,100
NC0214H00209,MacArthur H-way K0015+880 - K0016+322 PAVED (ASPHALT) TO PAVED (CONCRETE),"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",REND ENTERPRISES & GENERAL CONTRACTOR,"Regional Office,NCR",UPAR,"17,329",4/18/2014,1/8/2015,1/8/2015,100
NC0214H00189,Improvement of EDSA (C-4)  Concrete reblocking of Southbound (V. V. Soliven - J. Vargas)  Mandaluyong City WIDENING - PAVED,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",WANR,"7,602",4/17/2014,6/2/2015,4/2/2015,100
NC0214H00190,Improvement of EDSA (C-4)  Concrete reblocking of Northbound (J. Vargas-Temple Drive)  Mandaluyong City WIDENING - PAVED,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Metro Manila 1st District Engineering Office,NCR",WANR,"8,849",4/17/2014,6/2/2015,4/2/2015,100
NC0214H00208,MacArthur H-way - K0016 + 322 - K0017 + 071 PAVED (ASPHALT) TO PAVED (CONCRETE),"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",REND ENTERPRISES & GENERAL CONTRACTOR,"Regional Office,NCR",UPAR,"30,533",4/14/2014,1/18/2015,2/2/2015,100
NC0214F00036,Const./Rehab. of Flood Control Structures in Mandaluyong City Lone District - Rehabilitation of Drainage System along Pioneer Street from Buwayang Bato Creek to Williams Street REHABILITATION,"Mandaluyong City,Metro Manila 1st District Engineering Office,NCR",121 CONSTRUCTION CORPORATION (FORMERLY 121 CONSTUC,"Metro Manila 1st District Engineering Office,NCR",FMSD,"6,242",3/12/2014,12/20/2014,2/9/2015,100
NC0214H00048,Pinaglabanan - Chainage   0436      -      Chainage   0872 PAVED (CONCRETE) TO PAVED (CONCRETE),"San Juan,Metro Manila 1st District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 1st District Engineering Office,NCR",UPSR,"18,730",2/12/2014,3/26/2015,3/24/2015,100
NC0214H00104,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects  Concreting of Road from Commando Bridge C-5 to Lawton Avenue  Brgy. Pinagsama  Taguig 2nd LD PAVED (ASPHALT) TO PAVED (CONCRETE),"Taguig City.,Metro Manila 1st District Engineering Office,NCR",D.G. CHICO TRADING & CONSTRUCTION CORP.,"Metro Manila 1st District Engineering Office,NCR",VILP,"10,444",2/11/2014,9/14/2015,9/13/2015,100
NC0214H00020,Gen San Miguel St - K0011  +  (-662)      -      K0011  +  028 PAVED (CONCRETE) TO PAVED (CONCRETE),"Caloocan City II,Metro Manila 3rd District Engineering Office,NCR","NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J","Metro Manila 3rd District Engineering Office,NCR",UPSR,"21,979",2/3/2014,6/30/2015,6/25/2015,100
